,source_url,article_title,article_text,published_date
0,https://www.lecho.be/les-marches/actu/actions-bruxelles/avis-de-brokers-sur-ab-inbev-et-vgp-trois-shorteurs-se-renforcent-en-solvay-mithra-grimpe-encore-briefing/10485035.html,"Avis de brokers sur AB InBev et VGP | Trois ""shorteurs"" se renforcent en Solvay | Mithra grimpe encore (+Briefing)",La prudence reste de mise sur les marchés européens à l'entame d'une nouvelle semaine. ,2023-08-07
1,https://www.lecho.be/monargent/analyse/mobilite/une-voiture-d-occasion-a-bon-prix-peut-vous-exposer-a-des-couts-imprevus/10484847.html,Une voiture d’occasion à bon prix peut vous exposer à des coûts imprévus,"Le marché de l'occasion a poursuivi sur sa lancée en juillet, enregistrant une croissance de 16,6%. Mais attention... Si les prix sont séduisants, d’autres frais sont à prendre en considération. ",2023-08-07
2,https://www.lecho.be/economie-politique/international/afrique/niger-l-ultimatum-de-la-cedeao-a-expire-l-espace-aerien-ferme/10485032.html,"Niger: l'ultimatum de la Cedeao a expiré, l'espace aérien fermé","Face à la menace d'une intervention des pays voisins, le Niger a fermé son espace aérien, ce dimanche à minuit, près de deux semaines après le putsch.",2023-08-07
3,https://www.lecho.be/entreprises/divertissement/barbie-depasse-le-milliard-de-dollars-de-revenus/10485030.html,Barbie dépasse le milliard de dollars de revenus,"Le film réalisé par l'Américaine Greta Gerwig a passé le cap du milliard de dollars au box-office mondial seulement trois week-ends après sa sortie, une première pour une réalisatrice en solo. ",2023-08-07
4,https://www.lecho.be/monargent/analyse/mobilite/7-questions-sur-la-recharge-d-une-voiture-electrique-hors-domicile/10484794.html,7 questions sur la recharge d'une voiture électrique hors domicile,Où trouver des bornes (gratuites)? Quelle puissance de charge choisir? Combien coûte une recharge et comment la payer? ,2023-08-07
5,https://www.lecho.be/les-marches/actu/general/les-5-actions-preferees-de-joakim-ahlberg/10484858.html,Les 5 actions préférées de Joakim Ahlberg,"Joakim Ahlberg est le gestionnaire du fonds Nordea 1 - North American Stars Equity Fund. Ses 5 actions préférées sont Xcel Energy, Adobe, Ansys, Stryker et Applied Materials.",2023-08-07
6,https://www.lecho.be/monargent/analyse/immobilier/lorsqu-un-reglement-communal-vous-interdit-de-louer-votre-villa-a-la-cote/10477736.html,Lorsqu'un règlement communal vous interdit de louer votre villa à la Côte,"Isabelle loue sa villa, localisée à Bredene, à des touristes depuis 2018. Mais en 2022, la commune la somme de stopper son exploitation. ",2023-08-06
7,https://www.lecho.be/dossiers/conflit-ukraine-russie/la-russie-bombarde-des-bases-aeriennes-l-ukraine-des-ponts/10485022.html,"La Russie bombarde des bases aériennes, l'Ukraine des ponts","Moscou dit avoir touché des bases aériennes dans l'ouest de l'Ukraine. L'armée ukrainienne a, elle, frappé des ponts en territoire occupé par les forces russes.",2023-08-06
8,https://www.lecho.be/culture/general/serie-d-ete-bruxelles-un-retour-aux-sources-6-8-la-woluwe/10485021.html,"Série d'été: Bruxelles, un retour aux sources | 6/8: la Woluwe","Chaque samedi de l'été, l'un des huit affluents de la Senne, la rivière cachée de Bruxelles, s'écoule lentement dans L'Echo. Une invitation à repenser le lien entre nature et culture, et à le découvrir in situ.",2023-08-06
9,https://www.lecho.be/economie-politique/europe/general/environ-7-000-hectares-de-forets-partis-en-fumee-au-portugal/10485020.html,Environ 7.000 hectares de forêts partis en fumée au Portugal,"Un feu de forêt dans le centre du Portugal a ravagé une surface de quelque 7.000 hectares et mobilisait toujours, ce dimanche, plus d'un millier de pompiers.",2023-08-06
10,https://www.lecho.be/dossier/migrants/au-moins-30-migrants-portes-disparus-au-large-de-lampedusa/10485019.html,Au moins 30 migrants portés disparus au large de Lampedusa,"Deux embarcations ont fait naufrage samedi au large de Lampedusa, selon l'Organisation internationale pour les migrations, faisant une trentaine de disparus.",2023-08-06
11,https://www.lecho.be/entreprises/media-marketing/en-france-le-retour-du-jdd-cristallise-les-antagonismes-politiques/10485017.html,"En France, le retour du JDD cristallise les antagonismes politiques","Le Journal du Dimanche, désormais sous la houlette d'un rédacteur en chef marqué à l'extrême droite, est de retour en kiosque et consacre sa une à l'insécurité.",2023-08-06
12,https://www.lecho.be/dossiers/conflit-ukraine-russie/reunion-sur-l-ukraine-a-jeddah-un-coup-dans-l-eau/10485015.html,Réunion sur l'Ukraine à Jeddah: un coup dans l'eau,Fin des discussions sur l'Ukraine en Arabie saoudite. Sans grand résultat si ce n'est quelques déclarations de principe sur l'intégrité territoriale de l'Ukraine.,2023-08-06
13,https://www.lecho.be/economie-politique/europe/general/helene-carrere-d-encausse-est-decedee/10485013.html,Hélène Carrère d'Encausse est décédée,"Décédée à l'âge de 94 ans, Hélène Carrère d'Encausse avait été la première femme à la tête de l'Académie française. Elle avait prédit, avant beaucoup d'autres, l'éclatement de l'URSS.",2023-08-05
14,https://www.lecho.be/economie-politique/international/usa/la-fed-pourrait-proceder-a-d-autres-hausses-de-taux/10485012.html,La Fed pourrait procéder à d'autres hausses de taux,"Michelle Bowman, une des gouverneurs de la Réserve fédérale, anticipe des hausses de taux supplémentaires pour faire baisser l'inflation aux Etats-Unis.",2023-08-05
15,https://www.lecho.be/culture/musique/miles-kane-a-l-a-la-pluie-londonienne-me-manquait/10485011.html,"Miles Kane: ""À L.A., la pluie londonienne me manquait!""","Cinquième album pour Miles Kane, revenu au Merseybeat, qui caractérise sa cité natale de Liverpool.",2023-08-05
16,https://www.lecho.be/monargent/analyse/achats/que-pouvez-vous-ramener-de-voyage-et-dans-quelles-limites/10482785.html,Que pouvez-vous ramener de voyage et dans quelles limites?,Quelles sont les règles pour ramener sans soucis vos souvenirs de voyage et autres achats effectués à l'étranger?,2023-08-05
17,https://www.lecho.be/les-marches/actu/actions-bourses-etrangeres/benefice-d-exploitation-record-pour-berkshire-hathaway/10485008.html,Bénéfice d'exploitation record pour Berkshire Hathaway,"Le holding de Warren Buffet boucle le deuxième trimestre de 2023 sur un bénéfice d'exploitation record et un bénéfice net de 35,9 milliards de dollars.",2023-08-07
18,https://www.lecho.be/dossiers/conflit-ukraine-russie/ukraine-attaque-contre-un-navire-russe-tensions-croissantes-en-mer-noire/10485003.html,"Ukraine: attaque contre un navire russe, tensions croissantes en mer Noire","Un navire-citerne russe a été touché durant la nuit de vendredi à samedi par un drone ukrainien dans le détroit de Kertch, dans un contexte de tensions croissantes en mer Noire. ",2023-08-05
